Feature_GID,T0,T1,T3,T6,T24
Sto_035310,7.184666,6.070260,5.171714,5.886682,6.886193
Sto_319660,8.742080,7.626461,6.734220,6.789581,8.448534
Sto_018930,7.739952,7.339356,5.731800,6.462846,7.732810
Sto_168090,12.148099,12.173081,10.140151,10.023699,11.441395
Sto_311060,5.118257,3.699441,3.066950,3.731888,5.117982
Sto_080010,9.940942,10.247226,7.932160,8.621331,9.081198
Sto_345100,11.306011,11.442182,9.296495,11.256473,10.722913
Sto_134800,7.477040,6.480447,5.457639,5.542105,7.137995
Sto_027080,7.938843,8.143586,5.916257,6.822292,7.444298
Sto_011950,10.144489,9.068456,8.134027,9.478832,9.346719
Sto_189110,13.379941,12.416389,11.369697,12.929135,12.822700
Sto_343680,9.001731,8.401142,6.987636,8.816974,9.185808
Sto_283930,10.766602,10.612999,8.755230,9.096694,9.200641
Sto_077930,8.179786,7.382773,6.169149,7.732874,8.113326
Sto_198630,7.459543,7.308727,5.441503,6.286365,7.237788
Sto_398070,7.049309,5.950557,5.042331,4.977329,5.440369
Sto_018630,5.963428,4.743461,3.913932,4.418145,5.318516
Sto_008740,5.977912,5.675994,3.978215,4.654897,5.666010
Sto_338330,4.469993,2.959958,2.440975,3.719144,4.508844
Sto_037870,10.242654,9.960667,8.230287,8.333794,9.609751
Sto_043750,5.356163,3.818450,3.340431,5.057021,5.148088
Sto_172480,11.104230,10.483433,9.088640,10.139648,10.821125
Sto_262880,10.900020,10.078812,8.882855,8.307415,8.959513
Sto_062430,8.524434,8.989889,6.509827,7.918117,7.436550
Sto_381620,12.171228,11.389621,10.154722,9.519212,11.605324
Sto_110180,9.315526,9.004988,7.300430,8.213478,8.950924
Sto_291640,8.575220,7.339654,6.551194,7.722636,8.778270
Sto_338060,7.565499,7.603095,5.544330,5.790921,7.194508
Sto_334720,11.005060,10.414741,8.985522,9.822705,10.960585
Sto_166760,7.458618,6.978617,5.428053,3.844017,6.327319
Sto_053800,12.729964,11.512431,10.711222,10.927110,12.073642
Sto_070510,10.611409,10.055097,8.591547,9.726104,10.446666
Sto_184860,9.898712,9.315792,7.879039,6.739868,8.617237
Sto_152430,13.733350,12.816636,11.714541,11.874424,12.476342
Sto_133960,8.306025,7.711608,6.277880,7.233441,8.163657
Sto_335290,3.763417,2.206352,1.708117,1.266744,2.986020
Sto_367590,10.125288,9.181991,8.107253,8.514992,9.608156
Sto_331140,15.567936,13.904259,13.547285,14.931660,14.280680
Sto_325460,6.459042,6.438548,4.422440,6.153956,6.300738
Sto_029440,7.390291,6.857704,5.368778,6.942733,7.288914
Sto_005640,8.162271,7.626366,6.126824,6.683094,7.594250
Sto_285820,4.955900,4.076835,2.944395,3.059059,4.272302
Sto_002920,7.750503,4.224481,5.723607,5.748824,6.044480
Sto_139750,8.472650,7.359872,6.438740,6.635845,8.273774
Sto_144630,7.564956,6.823089,5.550263,6.610669,7.562397
Sto_099680,7.157535,6.257803,5.134383,5.930716,6.266499
Sto_316720,11.740532,10.946898,9.715259,11.924536,11.938390
Sto_280660,6.148210,5.367826,4.135863,4.959553,5.563898
Sto_110230,10.907839,10.726799,8.880295,9.189016,10.400807
Sto_320810,6.322223,5.826166,4.271907,5.020651,6.472568
Sto_391640,8.297592,8.247189,6.266980,7.087901,7.900625
Sto_159860,5.963732,5.712872,3.936643,5.608699,6.389732
Sto_114650,11.646549,11.688193,9.616854,9.331184,11.188987
Sto_388390,8.888234,8.381005,6.865059,7.309160,9.030408
Sto_371500,7.678228,6.976048,5.640483,7.012611,7.008792
Sto_232070,8.626704,8.150698,6.590992,8.123884,8.926854
Sto_207100,7.653015,6.015081,5.617068,6.992370,7.376496
Sto_113800,9.108556,7.661159,7.069297,8.385791,9.425544
Sto_057070,10.053358,9.289079,8.020261,9.321662,10.007381
Sto_068390,8.585337,8.469546,6.556471,7.614657,8.138648
Sto_048440,8.032748,8.985927,6.007928,7.504445,7.368620
Sto_237140,8.890800,9.422482,6.852188,7.526427,7.650006
Sto_121020,12.580578,12.927814,10.544675,12.024311,11.755874
Sto_246980,9.760839,8.033158,7.723698,9.058638,10.247639
Sto_133130,8.601477,7.623020,6.561171,7.376018,7.456258
Sto_109950,8.548353,8.187431,6.502913,7.292391,7.650608
Sto_253150,5.629823,4.448825,3.605507,3.917218,4.581872
Sto_111690,11.777392,10.203619,9.737966,10.268503,11.616064
Sto_046280,7.210944,5.838814,5.169937,5.924997,6.839383
Sto_257970,10.622823,10.544037,8.579083,9.198360,11.082926
Sto_322480,10.600350,10.009160,8.560000,8.816870,9.824276
Sto_210720,7.624522,6.504282,5.581872,6.755463,7.345801
Sto_343260,8.215120,8.227421,6.176577,7.465595,8.322415
Sto_271790,9.826614,9.424444,7.778703,8.033727,9.245401
Sto_124980,6.181407,4.008526,4.130557,7.106269,8.169812
Sto_225570,9.249085,9.451008,7.202781,7.685205,8.341178
Sto_355180,13.367285,13.236184,11.320816,11.422343,13.023061
Sto_187580,7.885732,7.169437,5.827950,7.331677,8.364882
Sto_150430,6.499986,5.727664,4.448328,5.355299,5.683811
Sto_238440,9.280075,6.223649,7.233676,9.264329,9.634167
Sto_073660,6.978367,6.165835,4.934550,5.556517,6.360708
Sto_000190,12.213871,10.459101,10.165383,10.049547,11.597452
Sto_208860,7.297956,9.784134,5.253773,4.531976,4.118673
Sto_104960,10.981880,10.898091,8.932342,8.645429,10.729497
Sto_129960,10.771033,10.333095,8.718575,9.467574,9.887242
Sto_099590,9.334133,7.495292,7.284035,7.348711,8.233803
Sto_004860,4.886950,3.592990,2.825601,4.138020,5.343248
Sto_064330,6.236587,5.780761,4.172901,4.767573,5.946559
Sto_316110,10.665392,9.144930,8.614855,9.351653,9.854159
Sto_070300,11.837274,10.649875,9.787302,9.728486,11.465289
Sto_063190,9.152389,8.480191,7.101940,6.329838,8.104028
Sto_074360,10.373608,8.416085,8.320276,9.641940,9.169286
Sto_274200,13.459467,12.378914,11.408215,11.626214,12.259642
Sto_251960,10.581773,9.888868,8.529113,9.656999,10.327331
Sto_038950,9.877309,8.999517,7.823877,9.039758,9.651769
Sto_199410,7.434062,6.275520,5.371580,6.500626,6.799922
Sto_185060,9.328170,8.210442,7.274979,8.170044,8.824661
Sto_208410,10.495667,10.111695,8.440669,9.875034,10.759179
Sto_188420,8.904951,8.415706,6.840870,7.998169,9.014175
Sto_054290,7.494468,7.223533,5.436575,6.578724,7.053794
Sto_219030,10.807896,10.493904,8.750638,9.667186,11.064687
Sto_061570,4.947513,2.440459,2.844642,3.777676,5.091973
Sto_194150,7.548408,5.523862,5.483317,5.511546,6.909388
Sto_383290,6.668433,6.277700,4.585756,4.860931,6.009285
Sto_275910,10.960346,10.155114,8.902597,9.808704,10.337301
Sto_342050,9.304904,8.336646,7.248773,8.549093,9.228156
Sto_243810,5.379139,4.254598,3.295419,3.756532,4.934234
Sto_091650,10.366283,10.335514,8.304488,9.653888,10.349738
Sto_341420,11.038948,10.374153,8.980246,9.183270,10.519534
Sto_107990,8.976604,9.073293,6.910956,7.772108,8.863516
Sto_133690,6.590558,6.523754,4.521006,3.453158,6.806457
Sto_105320,9.941603,9.847593,7.880343,8.392114,10.206726
Sto_033050,11.892198,11.558364,9.830891,8.865247,11.013715
Sto_074670,10.688933,10.824674,8.622602,8.952427,9.896175
Sto_311700,10.990152,10.868392,8.925918,9.957580,10.901945
Sto_234200,11.255904,10.919375,9.191929,9.492166,11.168543
Sto_109960,9.900466,9.951114,7.836501,8.652700,9.609410
Sto_402070,11.243712,8.907353,9.177587,8.760153,10.772313
Sto_174280,10.115893,9.446566,8.047439,9.078049,9.789018
Sto_299140,7.498227,7.457567,5.416056,5.180824,6.530660
Sto_295440,13.058888,13.001210,10.989713,11.808961,12.736875
Sto_026890,12.367925,12.626633,10.298406,9.923644,11.555969
Sto_032470,8.890891,7.525238,6.815430,6.748184,7.987477
Sto_093730,6.271758,4.874616,4.178217,4.584980,5.037119
Sto_092510,9.240867,6.298927,7.167662,6.601275,9.168352
Sto_167560,11.412313,10.310598,9.342089,11.273300,11.150614
Sto_114220,10.584110,9.196469,8.509502,9.229925,9.995905
Sto_118110,5.539840,4.522340,3.446300,4.317976,3.155270
Sto_143260,8.877963,7.775332,6.802607,7.530190,8.066604
Sto_386290,10.274961,8.529533,8.201351,9.227535,9.634707
Sto_341640,11.621753,10.785333,9.546300,7.770922,10.616365
Sto_328770,5.430496,4.869124,3.366850,4.933821,4.974288
Sto_286800,6.379809,5.533652,4.284889,5.241465,4.734562
Sto_093410,11.007362,10.155080,8.929343,10.038748,10.736467
Sto_079190,7.471523,6.566562,5.398257,5.906132,8.120848
Sto_063830,10.856099,10.462345,8.780494,8.899197,9.938557
Sto_028120,5.000429,4.754703,2.918579,3.524927,4.204435
Sto_296210,10.394350,9.808807,8.312637,10.271434,8.771712
Sto_253340,6.402139,4.947463,4.325265,3.978518,5.363953
Sto_166240,12.181613,11.425267,10.101038,10.376257,11.469260
Sto_049510,8.867705,7.364650,6.781467,5.718231,8.043818
Sto_045910,7.913181,6.599137,5.836767,6.833912,7.681203
Sto_139460,8.718938,5.513288,6.635536,7.055145,7.701943
Sto_163880,12.620686,12.714963,10.538186,9.512627,12.625226
Sto_070430,6.667974,6.191261,4.585763,7.223298,7.706332
Sto_175380,9.642355,7.814117,7.556692,8.384096,9.416836
Sto_025960,10.166374,9.854688,8.078829,8.427465,9.767044
Sto_278980,8.776939,8.493812,6.679355,8.099283,8.676958
Sto_303970,8.249433,6.355678,6.156516,7.481645,8.331756
Sto_085160,9.899514,9.416778,7.812206,8.040599,9.480456
Sto_210290,7.647943,7.470139,5.557318,5.853607,7.306984
Sto_091430,13.385414,13.156459,11.299773,9.983049,12.715557
Sto_223240,10.169733,9.476775,8.078020,9.332754,10.184266
Sto_021830,8.444812,7.413296,6.351939,6.988448,7.923477
Sto_259260,14.440623,14.206387,12.353289,12.170318,13.827699
Sto_249140,5.088434,4.534687,2.988141,3.666133,4.927348
Sto_161580,11.375243,10.356113,9.286473,9.723573,11.720918
Sto_252430,9.165517,8.652057,7.074229,7.908530,9.606849
Sto_282610,9.357237,9.337989,7.266006,8.151962,9.132919
Sto_254450,7.708412,6.820889,5.612679,6.539197,7.059434
Sto_165010,10.617880,10.368658,8.526832,9.232060,10.432735
Sto_038130,9.329407,7.672451,7.239241,8.974761,9.022554
Sto_131020,10.710723,10.320699,8.618904,9.159391,10.835001
Sto_330150,10.159085,9.915456,8.065946,8.618820,10.443848
Sto_240090,10.138779,10.038995,8.047252,9.187206,9.564682
Sto_119470,9.017563,8.168903,6.925189,8.676708,8.768577
Sto_001930,7.336910,7.551738,5.238331,5.721034,7.343280
Sto_393070,7.901695,7.660158,5.795363,5.324563,6.133878
Sto_129690,9.557847,9.101097,7.458289,9.771149,9.604363
Sto_219410,9.138707,6.829037,7.043812,6.652019,6.679855
Sto_032170,10.941237,11.275953,8.846380,7.401524,9.856775
Sto_379460,7.184979,5.944104,5.108792,5.758389,6.271744
Sto_006690,9.167709,9.360026,7.071356,6.962119,6.792627
Sto_133730,5.099768,2.860666,2.999064,3.692782,5.085274
Sto_178900,8.994383,7.987808,6.898658,8.146105,8.817357
Sto_105660,7.217231,6.758550,5.121599,5.429453,5.996896
Sto_328130,8.423343,7.220024,6.323143,5.629564,6.441043
Sto_142370,9.443781,7.901901,7.342737,8.144067,8.922914
Sto_237640,5.604156,5.130913,3.491800,4.200095,4.183653
Sto_347850,12.245833,11.991853,10.144200,9.155124,11.091953
Sto_226040,12.374956,12.222259,10.273113,8.475178,11.123177
Sto_034210,4.980664,3.954588,2.840177,4.124922,4.569987
Sto_003820,9.391017,9.242444,7.287982,8.015480,8.651786
Sto_265210,9.130331,7.905781,7.026324,7.631070,8.777328
Sto_000210,7.252575,5.291709,5.145638,6.849007,7.352713
Sto_008520,10.096334,9.714764,7.988708,7.418108,8.902259
Sto_273400,7.668422,6.251594,5.562853,7.758861,8.358956
Sto_283370,9.002789,8.506224,6.892959,8.104402,9.144506
Sto_318310,11.086637,11.012103,8.979330,10.002731,10.893099
Sto_007060,11.618947,8.046940,9.512733,8.700496,11.705626
Sto_092550,6.195858,5.461949,4.113911,6.685276,5.791576
Sto_047640,11.253624,10.184398,9.144182,8.764557,10.002456
Sto_124120,8.477709,7.940636,6.372947,7.118370,7.858623
Sto_035130,8.203213,6.914865,6.097726,7.174520,8.078882
Sto_138850,14.584326,14.171955,12.472964,11.690171,13.391767
Sto_082950,12.906809,12.350519,10.794904,9.562332,12.366868
Sto_263740,9.127950,9.347328,7.013242,8.122609,8.198104
Sto_343290,10.456973,9.998134,8.342504,9.530799,10.530634
Sto_140810,8.714953,6.525793,6.594057,7.059226,8.288768
Sto_318040,11.923234,11.697510,9.808980,9.042773,11.829709
Sto_321330,11.047674,10.422372,8.933721,9.087177,9.342965
Sto_129520,10.031320,9.390303,7.919309,9.456759,9.946482
Sto_045450,10.645912,9.710828,8.526177,9.019211,9.585065
Sto_023980,11.987368,11.726937,9.869085,10.595258,12.037517
Sto_007390,7.424799,6.827228,5.310955,4.971867,6.878234
Sto_218750,8.999568,8.245337,6.888952,6.800168,8.486467
Sto_236370,10.586390,10.157317,8.466167,8.707513,10.462812
Sto_183030,10.534429,9.895846,8.412089,9.381266,10.326650
Sto_092280,8.701317,7.554431,6.576442,5.597079,8.072995
Sto_209370,8.777418,8.392910,6.658071,7.162361,8.653897
Sto_223440,13.606059,12.790813,11.485824,12.111883,12.909711
Sto_100540,6.359242,4.268200,4.232253,4.351370,5.569802
Sto_185360,11.285510,11.147383,9.163830,8.109151,10.418104
Sto_101410,7.131045,6.908804,4.977382,6.913097,7.394667
Sto_198190,12.462834,12.279245,10.336902,11.350110,12.111418
Sto_386690,13.860149,13.785245,11.735208,8.733465,12.958262
Sto_172980,4.901618,5.344551,2.789190,3.613682,2.841409
Sto_254790,8.486475,6.403383,6.349531,7.124130,7.802182
Sto_174880,6.100745,5.192157,3.949245,5.172524,5.770586
Sto_149970,9.152178,8.452267,7.021923,7.842791,8.917395
Sto_052880,10.232430,8.549507,8.104254,6.401449,9.675585
Sto_055370,9.475473,8.445247,7.341532,6.528317,7.696449
Sto_365300,8.412334,8.142437,6.288549,7.698929,8.467798
Sto_048640,8.554289,8.994363,6.421621,7.189178,7.955815
Sto_343800,7.050816,4.565014,4.947572,6.140328,5.988711
Sto_318950,7.505513,6.669357,5.368891,6.375789,7.036503
Sto_020080,8.801997,8.238956,6.670020,7.539766,8.605712
Sto_009230,10.645913,10.080824,8.513049,10.233233,10.667140
Sto_254490,8.982398,8.810117,6.845809,8.537247,8.987399
Sto_348240,9.422285,7.431176,7.282713,7.720635,8.101809
Sto_269080,9.298791,8.492813,7.165244,6.907420,9.140645
Sto_048480,3.863232,3.617848,1.681241,1.225463,2.490202
Sto_186700,7.317857,6.755486,5.190566,5.735588,4.904780
Sto_225690,10.911837,10.394756,8.777415,9.707773,10.079643
Sto_043110,6.803969,5.822289,4.646379,6.242582,7.389057
Sto_231760,6.855281,4.832447,4.696749,6.131149,6.753765
Sto_232720,7.580780,6.413866,5.453537,6.352911,7.126779
Sto_264460,5.167597,2.792979,2.997166,1.976275,4.576589
Sto_080990,10.539313,9.831686,8.399426,9.268007,10.026397
Sto_319500,8.489437,7.964152,6.343356,5.586606,7.553613
Sto_320410,10.791247,8.995766,8.651187,9.324088,10.572309
Sto_286080,9.006850,8.560830,6.862247,8.349039,8.896506
Sto_345110,8.095668,7.482875,5.950925,6.927798,7.422941
Sto_262320,9.634622,9.480053,7.488826,7.224977,9.211402
Sto_111100,8.544228,7.703228,6.407453,5.761817,7.175540
Sto_068420,8.717025,8.930491,6.572939,5.904659,7.706057
Sto_023410,6.102307,5.606690,3.945093,5.337429,4.491784
Sto_029530,9.217747,9.325596,7.069555,8.248106,9.094583
Sto_258890,10.392350,7.969825,8.246337,7.519660,8.648843
Sto_316330,9.211423,7.722792,7.063636,7.629293,8.361764
Sto_379490,8.332189,6.243725,6.175896,6.769265,8.835398
Sto_330170,7.445524,7.234088,5.291450,6.985256,7.972980
Sto_054280,6.993779,6.836175,4.827813,6.461928,6.986791
Sto_085850,8.779488,8.598491,6.620171,6.609672,9.332817
Sto_189690,11.058756,10.567310,8.907840,8.751284,10.216220
Sto_122530,10.325383,9.352577,8.172035,9.501707,10.104978
Sto_100030,13.744754,12.528935,11.591852,9.880583,12.830302
Sto_181770,7.388913,6.571203,5.235946,5.462007,6.543448
Sto_174340,10.694257,9.851899,8.541455,8.531133,10.308534
Sto_136230,11.422622,10.848132,9.267719,9.473789,10.788886
Sto_351280,8.702009,8.084063,6.542538,7.577034,8.831002
Sto_353580,12.564429,10.307660,10.409302,11.141276,12.086784
Sto_330160,9.972174,9.751820,7.811487,8.078048,10.408987
Sto_108270,5.290409,2.304377,3.123226,3.507294,4.736066
Sto_313680,9.033089,8.448085,6.871417,7.392798,8.462275
Sto_113000,9.916570,8.974752,7.758241,8.313855,9.142012
Sto_046130,10.238808,9.983112,8.078919,8.389139,9.680636
Sto_197550,4.512098,3.852871,2.376597,3.391622,4.284530
Sto_246480,15.470525,12.787943,13.310582,13.597018,15.286499
Sto_265460,12.495747,11.733351,10.334073,11.297694,12.163797
Sto_376870,8.280129,8.201441,6.114256,6.723141,7.713682
Sto_273700,11.568621,11.165435,9.405251,9.412198,10.928294
Sto_092240,9.127486,9.307134,6.964132,7.131726,7.570712
Sto_296170,7.801439,6.109311,5.630470,7.209834,6.333015
Sto_193000,6.082048,6.021216,3.881670,5.290542,4.865086
Sto_336810,8.110384,6.152676,5.937190,6.386690,8.769406
Sto_139900,12.292890,11.949117,10.127992,9.272340,11.667446
Sto_035020,11.713292,10.209848,9.546818,9.797625,10.427231
Sto_064970,7.696077,6.810865,5.517611,6.657098,7.396810
Sto_021610,9.300769,8.249120,7.132604,8.368407,9.408827
Sto_043260,12.821543,12.343413,10.653603,11.414741,12.403719
Sto_037760,7.824392,7.459177,5.647624,7.824659,8.508391
Sto_176200,10.289425,10.452243,8.117962,8.992126,9.942689
Sto_304250,8.363737,5.653360,6.192688,5.932883,8.807041
Sto_369040,10.099106,7.446974,7.931657,7.338040,9.229989
Sto_017990,9.309982,8.690247,7.140952,6.730822,7.114048
Sto_128370,6.454997,5.298757,4.270095,6.292530,7.824440
Sto_046910,7.837988,6.922797,5.652825,5.906318,8.057050
Sto_082180,9.572784,8.850601,7.392430,8.553204,9.495345
Sto_039300,8.956202,8.619853,6.777096,6.753155,8.287855
Sto_008480,9.335264,9.366435,7.161295,8.325547,9.154917
Sto_296240,10.025750,9.596062,7.852209,8.500040,9.651761
Sto_315950,9.274709,7.235091,7.096435,7.625634,8.477990
Sto_021580,7.740492,6.469075,5.564106,5.692305,6.691709
Sto_105900,5.800533,5.301491,3.575606,4.177000,5.209456
Sto_254250,9.283529,8.663486,7.094601,8.277035,9.210836
Sto_382550,5.739657,4.546886,3.556539,4.729914,5.393628
Sto_029150,5.966804,3.548690,3.758622,5.313897,5.968005
Sto_313470,7.348152,6.403113,5.150592,6.483688,7.203995
Sto_166010,5.583725,5.210667,3.406982,4.421921,5.400219
Sto_121880,7.359525,6.822881,5.170826,4.579796,6.170605
Sto_123690,10.124070,7.923780,7.937555,7.088074,9.035885
Sto_317250,7.984843,7.554661,5.785024,7.696523,8.939051
Sto_336940,10.135963,7.578072,7.951381,9.431613,10.057901
Sto_002770,11.082899,9.666139,8.895513,9.503769,10.290850
Sto_377760,9.575298,9.573378,7.384209,8.068729,9.313629
Sto_016130,6.447066,4.768474,4.249854,3.538991,3.638818
Sto_048520,6.741952,6.551074,4.572933,5.813997,6.997099
Sto_286700,6.589952,5.373848,4.396579,5.819134,6.018178
Sto_209290,8.044785,7.629171,5.855635,7.019685,8.002996
Sto_188210,15.612497,13.903547,13.419628,15.183233,15.056880
Sto_119110,7.979208,5.911311,5.785312,6.757892,7.179975
Sto_084720,8.678178,9.097577,6.475931,7.835813,8.537279
Sto_329950,8.892414,8.461892,6.691815,8.455303,9.547415
Sto_050690,7.839823,8.891061,5.645225,5.490444,7.299909
Sto_233740,7.793031,7.786497,5.588928,5.388826,6.726878
Sto_091820,7.772735,7.091786,5.563910,5.142055,6.669298
Sto_092120,7.449321,6.307467,5.246390,7.133221,7.423786
Sto_223400,6.335810,5.790224,4.113730,5.072768,6.353165
Sto_389640,10.143222,10.344609,7.945026,8.396479,9.204824
Sto_000030,9.698888,9.326694,7.498158,8.032655,9.577187
Sto_128900,14.668724,14.115219,12.468619,12.720693,13.996394
Sto_105110,11.129766,9.789150,8.929348,9.995642,10.125071
Sto_118580,7.840958,7.446111,5.626305,6.431902,7.645643
Sto_114630,11.934102,11.948502,9.731805,12.508866,12.161758
Sto_136220,9.160164,7.822721,6.956910,7.747791,8.583876
Sto_123540,10.926624,10.818839,8.722966,7.714931,9.984100
Sto_184230,10.971758,10.718594,8.766379,9.099165,12.080887
Sto_110720,11.291992,8.103084,9.086619,9.685719,9.690408
Sto_184530,9.528691,7.782883,7.321100,7.911132,8.718891
Sto_053830,10.354220,9.045304,8.148163,7.904189,9.510291
Sto_231980,7.493274,7.192658,5.298070,6.777909,6.669631
Sto_211410,12.632262,12.338557,10.425739,10.242553,12.070847
Sto_367570,7.965757,6.455088,5.748208,5.743852,6.577433
Sto_083360,8.249704,7.962916,6.035510,7.395786,8.272408
Sto_174410,9.018734,8.273207,6.808989,6.786624,7.616908
Sto_043980,6.509472,4.403406,4.292466,6.003033,7.120852
Sto_197440,10.478203,10.265952,8.269561,8.618766,10.223024
Sto_055110,11.038222,9.726725,8.830246,9.534675,9.975331
Sto_346200,6.052163,6.690185,3.839426,4.753143,5.711669
Sto_106510,8.082209,6.734545,5.860891,6.409941,7.478956
Sto_023190,10.493304,10.144743,8.282258,9.731811,10.474662
Sto_189600,8.398812,7.625505,6.181355,7.009515,6.749114
Sto_002270,13.673675,13.198297,11.460781,11.292277,13.041429
Sto_270210,7.504607,5.619924,5.288175,6.991112,7.338770
Sto_248260,6.678505,5.249824,4.441112,4.901153,6.688865
Sto_053870,11.450481,11.513375,9.235638,9.179149,10.912926
Sto_167390,10.190949,9.179706,7.974909,8.642380,9.106274
Sto_115990,5.351455,2.544612,3.116902,3.555058,5.571414
Sto_006680,9.662950,10.333283,7.443260,8.022863,8.036119
Sto_006860,8.544097,6.409600,6.316852,6.433561,8.161646
Sto_178930,10.832061,10.670115,8.613127,9.223713,10.630400
Sto_232370,9.721991,9.354849,7.500662,8.313955,9.341850
Sto_000840,12.198618,11.979879,9.977825,8.542200,11.334896
Sto_029030,8.647893,6.981872,6.418111,6.673957,8.358753
Sto_065490,11.269297,10.926406,9.047878,9.610826,10.556501
Sto_378120,12.627949,13.489772,10.406383,10.778884,10.569074
Sto_123680,11.351167,11.012483,9.126854,10.022127,10.971400
Sto_222510,7.510841,5.754169,5.279552,6.100334,6.943719
Sto_268990,6.203758,5.064664,3.972485,4.995423,5.865497
Sto_252200,9.003081,8.175744,6.769041,7.762355,8.257765
Sto_223470,8.708753,7.769631,6.491643,8.218474,9.069832
Sto_078930,9.514437,9.240628,7.289207,8.331120,9.523537
Sto_233720,9.085223,9.071439,6.859635,8.003982,8.500256
Sto_022270,7.680556,7.303396,5.454830,5.250066,6.708887
Sto_064190,9.178732,9.016031,6.947508,8.611542,9.413792
Sto_245010,4.770475,5.456821,2.517874,3.369677,2.650651
Sto_104520,9.549754,9.143528,7.315908,8.179234,9.132510
Sto_037260,11.233856,10.300020,9.000909,9.267427,10.742853
Sto_127880,6.570461,5.315551,4.333616,4.569648,5.454390
Sto_134310,8.946566,7.393049,6.713865,7.116157,8.409484
Sto_318130,8.670557,7.062073,6.432796,7.941073,8.507168
Sto_317730,9.506749,9.317854,7.271490,7.632380,9.347078
Sto_036980,10.309686,9.373932,8.073848,8.351140,9.980907
Sto_104450,5.911279,4.913284,3.640454,4.002724,5.174218
Sto_056060,12.360394,12.198981,10.124607,10.397866,11.401850
Sto_186790,13.814565,12.423980,11.578868,10.470468,13.008805
Sto_024370,5.256117,3.683379,3.046415,3.775411,4.990222
Sto_238900,4.451919,4.065554,2.215670,2.433237,2.694373
Sto_108800,6.144815,5.838645,3.887360,4.737916,6.182750
Sto_183190,7.451427,6.669794,5.196404,7.069410,7.636525
Sto_045010,12.594789,10.532386,10.354841,9.719485,11.750386
Sto_122100,6.531138,4.816477,4.288019,4.410718,4.986325
Sto_239140,10.275148,8.024427,8.032272,8.891454,9.618672
Sto_330920,7.077208,4.615450,4.829592,2.971506,5.580891
Sto_381840,7.922283,8.330203,5.682967,6.494638,7.521284
Sto_334460,5.787412,4.387058,3.532984,4.596634,5.606121
Sto_159670,5.493551,2.516908,3.209081,3.362156,4.844364
Sto_262350,11.753278,10.501852,9.510797,9.051887,10.874436
Sto_225330,8.299867,8.249965,6.051847,6.758423,7.404504
Sto_005280,5.536320,4.783359,3.309510,3.749502,3.864515
Sto_061980,10.144612,8.590335,7.903640,8.485902,10.291179
Sto_386390,7.382039,5.052061,5.123136,5.436933,8.014775
Sto_159710,15.378038,14.466900,13.132764,15.107800,16.010704
Sto_044660,10.972786,10.453556,8.727847,9.622834,10.260135
Sto_019270,11.803080,9.727688,9.554399,10.189620,11.427977
Sto_277930,10.750638,10.039178,8.499785,9.794733,10.850560
Sto_019050,9.747477,8.915593,7.500613,7.029949,8.541316
Sto_027780,7.484410,6.703162,5.238253,5.544092,7.035767
Sto_099280,6.929358,6.175283,4.669592,5.792629,6.786183
Sto_252700,6.863185,5.354134,4.593359,5.307692,6.036113
Sto_132740,7.430719,6.768879,5.172818,5.238760,6.534674
Sto_317720,9.335528,9.122585,7.080580,7.400300,9.201283
Sto_126660,11.593449,11.260947,9.341411,7.930636,10.738686
Sto_252870,8.697296,8.329988,6.446113,6.554309,8.048619
Sto_122130,6.475052,4.359041,4.228199,3.339285,4.735905
Sto_111350,5.670641,4.636768,3.440702,4.502366,5.336038
Sto_371200,10.164406,9.060097,7.907861,8.345356,10.022978
Sto_234670,6.352033,5.846608,4.083619,4.624569,5.873616
Sto_062570,8.143334,7.950348,5.883211,4.133543,6.579518
Sto_222710,9.172981,8.754045,6.909207,8.326403,9.335616
Sto_002960,5.378176,3.588148,3.094019,4.889986,6.491894
Sto_084660,10.920419,10.541283,8.661024,8.825072,10.514698
Sto_245720,6.857527,6.280551,4.603567,6.414366,6.661602
Sto_068580,10.558273,10.507349,8.295106,8.638315,10.378072
Sto_130200,11.906126,11.061401,9.644160,9.742981,9.083151
Sto_075280,9.660221,6.873984,7.395799,9.664605,9.559596
Sto_167500,11.306490,11.999968,9.042450,9.678654,10.831030
Sto_014070,7.535301,7.550552,5.264620,4.909651,6.614963
Sto_125830,5.413617,3.561255,3.140457,6.070158,6.071639
Sto_134810,9.841272,9.005229,7.576571,8.806848,9.977483
Sto_071130,8.441752,6.984791,6.177436,7.842857,8.797952
Sto_022430,8.794084,5.979187,6.522821,7.732355,8.806054
Sto_170660,10.453381,9.659819,8.186281,9.920011,10.495161
Sto_177760,7.094975,2.978090,4.806103,5.735239,6.887248
Sto_374640,9.633130,7.435386,7.364407,8.924677,9.092365
Sto_025020,7.464269,7.330430,5.203379,7.133665,7.428442
Sto_073870,8.189374,7.120085,5.911474,5.606938,6.623982
Sto_237430,11.191461,11.070473,8.920810,8.998167,10.482982
Sto_189570,9.596239,9.253352,7.327677,7.719168,9.229233
Sto_075970,6.785028,5.635566,4.501059,4.577692,5.633381
Sto_245480,13.105284,12.030008,10.833437,11.810090,11.847349
Sto_315520,8.494192,8.232059,6.215855,6.177716,7.756044
Sto_134930,9.312333,9.228601,7.033737,7.447048,9.082732
Sto_188060,7.693351,6.945627,5.413981,6.988780,7.709789
Sto_039990,9.611778,8.567851,7.334450,8.560587,9.036561
